K,C
0.430121,0.600022
0.431773,0.59818
0.433432,0.596336
0.435098,0.594488
0.43677,0.592636
0.438448,0.590781
0.440132,0.588923
0.441824,0.587061
0.443521,0.585195
0.445225,0.583326
0.446936,0.581454
0.448653,0.579578
0.450377,0.577698
0.452108,0.575815
0.453845,0.573928
0.455589,0.572037
0.457339,0.570143
0.459096,0.568245
0.46086,0.566343
0.462631,0.564437
0.464409,0.562528
0.466193,0.560614
0.467984,0.558697
0.469782,0.556776
0.471588,0.554852
0.4734,0.552923
0.475218,0.55099
0.477044,0.549054
0.478877,0.547113
0.480717,0.545169
0.482564,0.54322
0.484419,0.541268
0.48628,0.539311
0.488148,0.537351
0.490024,0.535386
0.491907,0.533418
0.493797,0.531445
0.495694,0.529469
0.497599,0.527488
0.499511,0.525503
0.50143,0.523514
0.503357,0.521521
0.505291,0.519524
0.507232,0.517522
0.509181,0.515517
0.511138,0.513507
0.513101,0.511494
0.515073,0.509476
0.517052,0.507454
0.519039,0.505428
0.521033,0.503397
0.523035,0.501363
0.525045,0.499324
0.527062,0.497281
0.529087,0.495234
0.53112,0.493183
0.533161,0.491128
0.535209,0.489069
0.537266,0.487005
0.53933,0.484938
0.541402,0.482866
0.543483,0.48079
0.545571,0.47871
0.547667,0.476626
0.549772,0.474537
0.551884,0.472445
0.554004,0.470349
0.556133,0.468248
0.55827,0.466144
0.560415,0.464035
0.562568,0.461923
0.56473,0.459806
0.5669,0.457686
0.569078,0.455561
0.571264,0.453433
0.573459,0.4513
0.575663,0.449164
0.577875,0.447024
0.580095,0.44488
0.582324,0.442732
0.584562,0.440581
0.586808,0.438425
0.589062,0.436266
0.591326,0.434103
0.593598,0.431937
0.595878,0.429767
0.598168,0.427593
0.600466,0.425415
0.602774,0.423235
0.60509,0.42105
0.607415,0.418862
0.609748,0.416671
0.612091,0.414476
0.614443,0.412278
0.616804,0.410077
0.619174,0.407872
0.621553,0.405664
0.623941,0.403453
0.626339,0.401239
0.628745,0.399022
0.631161,0.396802
0.633586,0.394579
0.636021,0.392353
0.638464,0.390124
0.640918,0.387892
0.64338,0.385657
0.645852,0.38342
0.648334,0.381181
0.650825,0.378938
0.653326,0.376693
0.655836,0.374446
0.658356,0.372197
0.660885,0.369945
0.663425,0.367691
0.665974,0.365434
0.668533,0.363176
0.671101,0.360916
0.67368,0.358654
0.676268,0.35639
0.678867,0.354124
0.681475,0.351856
0.684094,0.349587
0.686722,0.347317
0.689361,0.345045
0.69201,0.342771
0.694669,0.340497
0.697338,0.338221
0.700017,0.335944
0.702707,0.333666
0.705407,0.331387
0.708117,0.329108
0.710838,0.326828
0.713569,0.324547
0.716311,0.322266
0.719063,0.319984
0.721826,0.317702
0.7246,0.31542
0.727384,0.313138
0.730179,0.310856
0.732984,0.308574
0.735801,0.306293
0.738628,0.304011
0.741466,0.301731
0.744315,0.299451
0.747175,0.297171
0.750046,0.294893
0.752927,0.292615
0.75582,0.290339
0.758725,0.288064
0.76164,0.28579
0.764566,0.283518
0.767504,0.281247
0.770453,0.278978
0.773413,0.276711
0.776385,0.274446
0.779368,0.272183
0.782363,0.269923
0.785369,0.267665
0.788386,0.265409
0.791416,0.263156
0.794456,0.260906
0.797509,0.258659
0.800573,0.256415
0.803649,0.254175
0.806737,0.251937
0.809837,0.249704
0.812949,0.247474
0.816072,0.245248
0.819208,0.243026
0.822355,0.240808
0.825515,0.238595
0.828687,0.236386
0.831871,0.234181
0.835067,0.231982
0.838276,0.229787
0.841497,0.227597
0.84473,0.225413
0.847976,0.223234
0.851234,0.221061
0.854505,0.218893
0.857788,0.216731
0.861084,0.214576
0.864393,0.212426
0.867714,0.210283
0.871048,0.208147
0.874395,0.206017
0.877754,0.203894
0.881127,0.201778
0.884513,0.199669
0.887911,0.197567
0.891323,0.195473
0.894748,0.193387
0.898186,0.191308
0.901637,0.189237
0.905101,0.187175
0.908579,0.185121
0.91207,0.183075
0.915574,0.181038
0.919092,0.179009
0.922624,0.17699
0.926169,0.174979
0.929727,0.172978
0.933299,0.170986
0.936886,0.169004
0.940485,0.167031
0.944099,0.165068
0.947726,0.163115
0.951368,0.161172
0.955023,0.15924
0.958693,0.157318
0.962377,0.155406
0.966074,0.153505
0.969786,0.151615
0.973512,0.149736
0.977253,0.147868
0.981008,0.146011
0.984777,0.144166
0.988561,0.142332
0.992359,0.140509
0.996172,0.138699
1,0.1369
1.00384,0.135113
1.0077,0.133339
1.01157,0.131576
1.01546,0.129826
1.01936,0.128088
1.02328,0.126363
1.02721,0.124651
1.03116,0.122951
1.03512,0.121264
1.03909,0.11959
1.04309,0.11793
1.04709,0.116282
1.05112,0.114647
1.05516,0.113026
1.05921,0.111418
1.06328,0.109824
1.06737,0.108243
1.07147,0.106676
1.07558,0.105122
1.07972,0.103582
1.08387,0.102056
1.08803,0.100544
1.09221,0.0990459
1.09641,0.0975615
1.10062,0.0960912
1.10485,0.0946349
1.10909,0.0931927
1.11336,0.0917646
1.11763,0.0903507
1.12193,0.088951
1.12624,0.0875655
1.13057,0.0861942
1.13491,0.0848371
1.13927,0.0834944
1.14365,0.0821659
1.14804,0.0808516
1.15245,0.0795517
1.15688,0.0782661
1.16133,0.0769947
1.16579,0.0757376
1.17027,0.0744948
1.17476,0.0732663
1.17928,0.072052
1.18381,0.0708519
1.18836,0.069666
1.19292,0.0684943
1.19751,0.0673368
1.20211,0.0661933
1.20673,0.0650639
1.21136,0.0639486
1.21602,0.0628472
1.22069,0.0617598
1.22538,0.0606863
1.23009,0.0596266
1.23482,0.0585807
1.23956,0.0575486
1.24432,0.0565301
1.2491,0.0555252
1.2539,0.0545339
1.25872,0.0535561
1.26356,0.0525916
1.26841,0.0516405
1.27329,0.0507027
1.27818,0.049778
1.28309,0.0488664
1.28802,0.0479679
1.29297,0.0470823
1.29794,0.0462095
1.30292,0.0453495
1.30793,0.0445021
1.31296,0.0436673
1.318,0.042845
1.32307,0.0420351
1.32815,0.0412375
1.33325,0.040452
1.33838,0.0396786
1.34352,0.0389172
1.34868,0.0381677
1.35386,0.0374299
1.35906,0.0367038
1.36429,0.0359893
1.36953,0.0352862
1.37479,0.0345945
1.38007,0.0339139
1.38538,0.0332445
1.3907,0.0325861
1.39604,0.0319385
1.40141,0.0313018
1.40679,0.0306757
1.4122,0.0300601
1.41762,0.0294549
1.42307,0.0288601
1.42854,0.0282754
1.43403,0.0277009
1.43954,0.0271362
1.44507,0.0265814
1.45062,0.0260363
1.45619,0.0255009
1.46179,0.0249749
1.4674,0.0244582
1.47304,0.0239508
1.4787,0.0234525
1.48438,0.0229633
1.49009,0.0224829
1.49581,0.0220113
1.50156,0.0215483
1.50733,0.0210939
1.51312,0.0206479
1.51894,0.0202101
1.52477,0.0197806
1.53063,0.0193591
1.53651,0.0189456
1.54242,0.0185399
1.54834,0.018142
1.55429,0.0177516
1.56026,0.0173687
1.56626,0.0169933
1.57228,0.0166251
1.57832,0.016264
1.58438,0.01591
1.59047,0.0155629
1.59658,0.0152227
1.60272,0.0148892
1.60887,0.0145623
1.61505,0.0142419
1.62126,0.013928
1.62749,0.0136203
1.63374,0.0133188
1.64002,0.0130234
1.64632,0.012734
1.65265,0.0124505
1.659,0.0121728
1.66537,0.0119008
1.67177,0.0116344
1.67819,0.0113735
1.68464,0.011118
1.69112,0.0108678
1.69761,0.0106228
1.70414,0.010383
1.71068,0.0101482
1.71726,0.00991831
1.72386,0.00969329
1.73048,0.00947305
1.73713,0.00925748
1.7438,0.00904651
1.7505,0.00884005
1.75723,0.00863802
1.76398,0.00844033
1.77076,0.00824691
1.77756,0.00805767
1.78439,0.00787253
1.79125,0.00769142
1.79813,0.00751426
1.80504,0.00734098
1.81198,0.00717149
1.81894,0.00700573
1.82593,0.00684363
1.83294,0.0066851
1.83998,0.00653009
1.84705,0.00637852
1.85415,0.00623032
1.86128,0.00608543
1.86843,0.00594378
1.87561,0.00580531
1.88281,0.00566995
1.89005,0.00553763
1.89731,0.00540831
1.9046,0.00528191
1.91192,0.00515837
1.91926,0.00503764
1.92664,0.00491966
1.93404,0.00480438
1.94147,0.00469173
1.94893,0.00458166
1.95642,0.00447411
1.96394,0.00436904
1.97148,0.0042664
1.97906,0.00416612
1.98666,0.00406816
1.9943,0.00397248
2.00196,0.00387901
2.00965,0.00378772
2.01737,0.00369856
2.02512,0.00361147
2.03291,0.00352643
2.04072,0.00344337
2.04856,0.00336227
2.05643,0.00328307
2.06433,0.00320573
2.07226,0.00313022
2.08022,0.00305649
2.08822,0.0029845
2.09624,0.00291422
2.1043,0.0028456
2.11238,0.00277862
2.1205,0.00271322
2.12864,0.00264939
2.13682,0.00258707
2.14503,0.00252625
2.15328,0.00246687
2.16155,0.00240892
2.16985,0.00235236
2.17819,0.00229715
2.18656,0.00224327
2.19496,0.00219069
2.2034,0.00213937
2.21186,0.00208929
2.22036,0.00204041
2.22889,0.00199272
2.23746,0.00194618
2.24605,0.00190076
2.25468,0.00185645
2.26335,0.00181321
2.27204,0.00177102
2.28077,0.00172985
2.28954,0.00168968
2.29833,0.00165049
2.30717,0.00161225
2.31603,0.00157495
2.32493,0.00153855
2.33386,0.00150304
2.34283,0.0014684
2.35183,0.0014346
2.36087,0.00140163
2.36994,0.00136946
2.37904,0.00133808
2.38819,0.00130747
2.39736,0.00127761
2.40657,0.00124848
2.41582,0.00122006
2.4251,0.00119234
2.43442,0.0011653
2.44377,0.00113892
2.45316,0.00111318
2.46259,0.00108808
2.47205,0.0010636
2.48155,0.00103971
2.49109,0.00101641
2.50066,0.000993687
2.51027,0.000971517
2.51991,0.000949892
2.52959,0.000928797
2.53931,0.000908219
2.54907,0.000888147
2.55886,0.000868566
2.5687,0.000849466
2.57857,0.000830835
2.58847,0.000812659
2.59842,0.00079493
2.6084,0.000777634
2.61842,0.000760763
2.62849,0.000744304
2.63859,0.000728247
2.64872,0.000712584
2.6589,0.000697303
2.66912,0.000682396
2.67937,0.000667852
2.68967,0.000653664
2.7,0.000639821
2.71038,0.000626316
2.72079,0.000613139
2.73124,0.000600283
2.74174,0.000587739
2.75227,0.0005755
2.76285,0.000563558
2.77346,0.000551906
2.78412,0.000540535
2.79482,0.00052944
2.80556,0.000518612
2.81634,0.000508046
2.82716,0.000497734
2.83802,0.000487671
2.84893,0.00047785
2.85987,0.000468264
2.87086,0.000458909
2.88189,0.000449777
2.89296,0.000440864
2.90408,0.000432163
2.91524,0.00042367
2.92644,0.000415379
2.93768,0.000407285
2.94897,0.000399383
2.9603,0.000391668
2.97168,0.000384135
2.98309,0.00037678
2.99456,0.000369598
3.00606,0.000362585
3.01761,0.000355736
3.02921,0.000349048
3.04085,0.000342516
3.05253,0.000336136
3.06426,0.000329904
3.07603,0.000323817
3.08785,0.000317871
3.09972,0.000312062
3.11163,0.000306387
3.12358,0.000300842
3.13558,0.000295425
3.14763,0.000290131
3.15973,0.000284958
3.17187,0.000279902
3.18405,0.000274962
3.19629,0.000270133
3.20857,0.000265413
3.2209,0.000260799
3.23327,0.000256288
3.2457,0.000251878
3.25817,0.000247567
3.27069,0.000243351
3.28325,0.000239229
3.29587,0.000235198
3.30853,0.000231255
3.32125,0.000227399
3.33401,0.000223627
3.34682,0.000219937
3.35968,0.000216327
3.37259,0.000212796
3.38554,0.00020934
3.39855,0.000205959
3.41161,0.00020265
3.42472,0.000199411
3.43788,0.000196242
3.45109,0.000193139
3.46435,0.000190102
3.47766,0.000187128
3.49102,0.000184217
3.50443,0.000181366
3.5179,0.000178574
3.53142,0.00017584
3.54499,0.000173162
3.55861,0.000170539
3.57228,0.000167969
3.58601,0.000165452
3.59978,0.000162985
3.61362,0.000160568
3.6275,0.000158199
3.64144,0.000155878
3.65543,0.000153603
3.66948,0.000151372
3.68357,0.000149186
3.69773,0.000147042
3.71194,0.00014494
3.7262,0.000142878
3.74052,0.000140857
3.75489,0.000138874
3.76932,0.000136929
3.7838,0.000135021
3.79834,0.000133149
3.81293,0.000131312
3.82758,0.00012951
3.84229,0.000127741
3.85705,0.000126005
3.87187,0.000124301
3.88675,0.000122628
3.90168,0.000120985
3.91667,0.000119373
3.93172,0.000117789
3.94683,0.000116234
3.962,0.000114707
3.97722,0.000113207
3.9925,0.000111733
4.00784,0.000110285
4.02324,0.000108863
4.0387,0.000107465
4.05422,0.000106091
4.06979,0.000104741
4.08543,0.000103414
4.10113,0.00010211
4.11689,0.000100827
4.13271,9.95662e-05
4.14858,9.83264e-05
4.16452,9.71072e-05
4.18053,9.59081e-05
4.19659,9.47287e-05
4.21271,9.35686e-05
4.2289,9.24273e-05
4.24515,9.13045e-05
4.26146,9.01997e-05
4.27783,8.91125e-05
4.29427,8.80426e-05
4.31077,8.69897e-05
4.32733,8.59532e-05
4.34396,8.49329e-05
4.36065,8.39285e-05
4.37741,8.29396e-05
4.39423,8.19659e-05
4.41111,8.1007e-05
4.42806,8.00627e-05
4.44507,7.91327e-05
4.46215,7.82166e-05
4.4793,7.73142e-05
4.49651,7.64252e-05
4.51379,7.55493e-05
4.53113,7.46863e-05
4.54854,7.38359e-05
4.56602,7.29979e-05
4.58356,7.21719e-05
4.60117,7.13579e-05
4.61885,7.05554e-05
4.6366,6.97644e-05
4.65441,6.89846e-05
4.6723,6.82157e-05
4.69025,6.74576e-05
4.70827,6.671e-05
4.72636,6.59728e-05
4.74452,6.52457e-05
4.76275,6.45286e-05
4.78105,6.38213e-05
4.79942,6.31235e-05
4.81786,6.24352e-05
4.83637,6.17561e-05
4.85496,6.10861e-05
4.87361,6.0425e-05
4.89234,5.97726e-05
4.91113,5.91289e-05
4.93001,5.84935e-05
4.94895,5.78665e-05
4.96796,5.72475e-05
4.98705,5.66366e-05
5.00621,5.60335e-05
5.02545,5.54381e-05
5.04476,5.48503e-05
5.06414,5.427e-05
5.0836,5.36969e-05
5.10313,5.31311e-05
5.12274,5.25724e-05
5.14242,5.20206e-05
5.16218,5.14756e-05
5.18202,5.09374e-05
5.20193,5.04058e-05
5.22192,4.98806e-05
5.24198,4.93619e-05
5.26212,4.88495e-05
5.28234,4.83433e-05
5.30264,4.78432e-05
5.32301,4.7349e-05
5.34346,4.68608e-05
5.36399,4.63784e-05
5.3846,4.59017e-05
5.40529,4.54306e-05
5.42606,4.49651e-05
5.44691,4.4505e-05
5.46784,4.40503e-05
5.48885,4.36009e-05
5.50994,4.31567e-05
5.53111,4.27176e-05
5.55236,4.22836e-05
5.5737,4.18545e-05
5.59511,4.14304e-05
5.61661,4.10111e-05
5.63819,4.05966e-05
5.65986,4.01867e-05
5.6816,3.97815e-05
5.70343,3.93808e-05
5.72535,3.89847e-05
5.74735,3.85929e-05
5.76943,3.82056e-05
5.7916,3.78225e-05
5.81385,3.74437e-05
5.83619,3.70691e-05
5.85861,3.66986e-05
5.88112,3.63322e-05
5.90372,3.59698e-05
5.9264,3.56113e-05
5.94918,3.52568e-05
5.97203,3.49061e-05
5.99498,3.45592e-05
6.01802,3.42161e-05
6.04114,3.38767e-05
6.06435,3.35409e-05
6.08765,3.32087e-05
6.11104,3.28801e-05
6.13452,3.2555e-05
6.15809,3.22334e-05
6.18175,3.19152e-05
6.20551,3.16004e-05
6.22935,3.12889e-05
6.25329,3.09807e-05
6.27731,3.06757e-05
6.30143,3.0374e-05
6.32564,3.00754e-05
6.34995,2.978e-05
6.37435,2.94877e-05
6.39884,2.91984e-05
6.42343,2.89121e-05
6.44811,2.86288e-05
6.47288,2.83485e-05
6.49775,2.80711e-05
6.52272,2.77965e-05
6.54778,2.75248e-05
6.57294,2.72558e-05
6.5982,2.69897e-05
6.62355,2.67263e-05
6.649,2.64655e-05
6.67455,2.62075e-05
6.70019,2.59521e-05
6.72594,2.56993e-05
6.75178,2.54491e-05
6.77772,2.52014e-05
6.80376,2.49563e-05
6.82991,2.47137e-05
6.85615,2.44735e-05
6.88249,2.42357e-05
6.90894,2.40004e-05
6.93548,2.37674e-05
6.96213,2.35368e-05
6.98888,2.33085e-05
7.01574,2.30825e-05
7.04269,2.28588e-05
7.06975,2.26373e-05
7.09692,2.24181e-05
7.12419,2.22011e-05
7.15156,2.19862e-05
7.17904,2.17735e-05
7.20662,2.15629e-05
7.23431,2.13544e-05
7.26211,2.1148e-05
7.29001,2.09436e-05
7.31802,2.07413e-05
7.34614,2.0541e-05
7.37437,2.03426e-05
7.4027,2.01463e-05
7.43114,1.99519e-05
7.4597,1.97594e-05
7.48836,1.95688e-05
7.51713,1.93801e-05
7.54602,1.91933e-05
7.57501,1.90083e-05
7.60412,1.88252e-05
7.63333,1.86439e-05
7.66266,1.84643e-05
7.6921,1.82865e-05
7.72166,1.81105e-05
7.75133,1.79362e-05
7.78111,1.77636e-05
7.81101,1.75927e-05
7.84102,1.74234e-05
7.87115,1.72559e-05
7.90139,1.709e-05
7.93175,1.69257e-05
7.96223,1.6763e-05
7.99282,1.66019e-05
8.02353,1.64423e-05
8.05436,1.62844e-05
8.08531,1.6128e-05
8.11638,1.59731e-05
8.14756,1.58197e-05
8.17887,1.56678e-05
8.21029,1.55174e-05
8.24184,1.53685e-05
8.27351,1.5221e-05
8.3053,1.50749e-05
8.33721,1.49303e-05
8.36924,1.47871e-05
8.4014,1.46452e-05
8.43368,1.45048e-05
8.46609,1.43657e-05
8.49861,1.42279e-05
8.53127,1.40915e-05
8.56405,1.39564e-05
8.59695,1.38227e-05
8.62999,1.36902e-05
8.66315,1.3559e-05
8.69643,1.34291e-05
8.72985,1.33004e-05
8.76339,1.3173e-05
8.79706,1.30468e-05
8.83086,1.29219e-05
8.86479,1.27981e-05
8.89886,1.26755e-05
8.93305,1.25542e-05
8.96737,1.2434e-05
9.00183,1.23149e-05
9.03641,1.2197e-05
9.07113,1.20803e-05
9.10599,1.19646e-05
9.14098,1.18501e-05
9.1761,1.17367e-05
9.21136,1.16244e-05
9.24675,1.15132e-05
9.28228,1.1403e-05
9.31794,1.12939e-05
9.35375,1.11859e-05
9.38969,1.10789e-05
9.42577,1.09729e-05
9.46198,1.08679e-05
9.49834,1.0764e-05
9.53483,1.0661e-05
9.57147,1.05591e-05
9.60825,1.04581e-05
9.64516,1.03581e-05
9.68222,1.0259e-05
9.71943,1.0161e-05
9.75677,1.00638e-05
9.79426,9.96759e-06
9.83189,9.8723e-06
9.86967,9.77792e-06
9.90759,9.68446e-06
9.94566,9.59189e-06
9.98387,9.5002e-06
10.0222,9.4094e-06
10.0607,9.31947e-06
10.0994,9.23041e-06
10.1382,9.14219e-06
10.1772,9.05483e-06
10.2163,8.9683e-06
10.2555,8.8826e-06
10.2949,8.79773e-06
10.3345,8.71367e-06
10.3742,8.63041e-06
10.414,8.54795e-06
10.4541,8.46629e-06
10.4942,8.3854e-06
10.5346,8.30529e-06
10.575,8.22595e-06
10.6157,8.14737e-06
10.6565,8.06954e-06
10.6974,7.99246e-06
10.7385,7.91612e-06
10.7798,7.84051e-06
10.8212,7.76562e-06
10.8628,7.69145e-06
10.9045,7.61798e-06
10.9464,7.54523e-06
10.9885,7.47317e-06
11.0307,7.4018e-06
11.0731,7.33111e-06
11.1156,7.2611e-06
11.1583,7.19176e-06
11.2012,7.12308e-06
11.2442,7.05506e-06
11.2874,6.98769e-06
11.3308,6.92096e-06
11.3743,6.85488e-06
11.418,6.78942e-06
11.4619,6.72459e-06
11.506,6.66039e-06
11.5502,6.59679e-06
11.5945,6.53381e-06
11.6391,6.47143e-06
11.6838,6.40964e-06
11.7287,6.34844e-06
11.7738,6.28783e-06
11.819,6.2278e-06
11.8644,6.16835e-06
11.91,6.10946e-06
11.9558,6.05113e-06
12.0017,5.99336e-06
12.0478,5.93615e-06
12.0941,5.87948e-06
12.1406,5.82335e-06
12.1872,5.76776e-06
12.2341,5.7127e-06
12.2811,5.65817e-06
12.3283,5.60416e-06
12.3756,5.55066e-06
12.4232,5.49768e-06
12.4709,5.4452e-06
12.5188,5.39323e-06
12.5669,5.34175e-06
12.6152,5.29076e-06
12.6637,5.24026e-06
12.7123,5.19024e-06
12.7612,5.1407e-06
12.8102,5.09163e-06
12.8594,5.04303e-06
12.9088,4.9949e-06
12.9584,4.94722e-06
13.0082,4.90001e-06
13.0582,4.85324e-06
13.1084,4.80692e-06
13.1588,4.76104e-06
13.2093,4.7156e-06
13.2601,4.67059e-06
13.311,4.62601e-06
13.3622,4.58186e-06
13.4135,4.53813e-06
13.465,4.49482e-06
13.5168,4.45192e-06
13.5687,4.40944e-06
13.6209,4.36735e-06
13.6732,4.32567e-06
13.7257,4.28439e-06
13.7785,4.2435e-06
13.8314,4.203e-06
13.8846,4.16289e-06
13.9379,4.12316e-06
13.9915,4.08382e-06
14.0452,4.04484e-06
14.0992,4.00624e-06
14.1534,3.96801e-06
14.2077,3.93014e-06
14.2623,3.89264e-06
14.3171,3.85549e-06
14.3721,3.81869e-06
14.4274,3.78225e-06
14.4828,3.74616e-06
14.5384,3.71041e-06
14.5943,3.675e-06
14.6504,3.63993e-06
14.7067,3.6052e-06
14.7632,3.57079e-06
14.8199,3.53672e-06
14.8768,3.50297e-06
14.934,3.46954e-06
14.9914,3.43643e-06
15.049,3.40364e-06
15.1068,3.37116e-06
15.1649,3.33899e-06
15.2231,3.30712e-06
15.2816,3.27557e-06
15.3403,3.24431e-06
15.3993,3.21335e-06
15.4584,3.18269e-06
15.5178,3.15232e-06
15.5775,3.12223e-06
15.6373,3.09244e-06
15.6974,3.06293e-06
15.7577,3.0337e-06
15.8183,3.00476e-06
15.879,2.97608e-06
15.9401,2.94768e-06
16.0013,2.91956e-06
16.0628,2.8917e-06
16.1245,2.8641e-06
16.1865,2.83677e-06
16.2487,2.8097e-06
16.3111,2.78289e-06
16.3738,2.75634e-06
16.4367,2.73004e-06
16.4998,2.70399e-06
16.5632,2.67819e-06
16.6269,2.65263e-06
16.6908,2.62732e-06
16.7549,2.60225e-06
16.8193,2.57742e-06
16.8839,2.55282e-06
16.9488,2.52846e-06
17.0139,2.50434e-06
17.0793,2.48044e-06
17.1449,2.45677e-06
17.2108,2.43333e-06
17.2769,2.41011e-06
17.3433,2.38711e-06
17.4099,2.36434e-06
17.4768,2.34178e-06
17.5439,2.31943e-06
17.6114,2.2973e-06
17.679,2.27538e-06
17.747,2.25367e-06
17.8151,2.23216e-06
17.8836,2.21086e-06
17.9523,2.18977e-06
18.0213,2.16887e-06
18.0905,2.14818e-06
18.16,2.12768e-06
18.2298,2.10738e-06
18.2999,2.08727e-06
18.3702,2.06735e-06
18.4408,2.04763e-06
18.5116,2.02809e-06
18.5827,2.00874e-06
18.6541,1.98957e-06
18.7258,1.97059e-06
18.7978,1.95178e-06
18.87,1.93316e-06
18.9425,1.91471e-06
19.0153,1.89644e-06
19.0883,1.87835e-06
19.1617,1.86043e-06
19.2353,1.84267e-06
19.3092,1.82509e-06
19.3834,1.80768e-06
19.4579,1.79043e-06
19.5327,1.77334e-06
19.6077,1.75642e-06
19.683,1.73966e-06
19.7587,1.72306e-06
19.8346,1.70662e-06
19.9108,1.69034e-06
19.9873,1.67421e-06
20.0641,1.65824e-06
20.1412,1.64241e-06
20.2186,1.62674e-06
20.2963,1.61122e-06
20.3743,1.59585e-06
20.4525,1.58062e-06
20.5311,1.56554e-06
20.61,1.5506e-06
20.6892,1.5358e-06
20.7687,1.52115e-06
20.8485,1.50664e-06
20.9286,1.49226e-06
21.009,1.47802e-06
21.0897,1.46392e-06
21.1708,1.44995e-06
21.2521,1.43612e-06
21.3338,1.42241e-06
21.4157,1.40884e-06
21.498,1.3954e-06
21.5806,1.38208e-06
21.6636,1.3689e-06
21.7468,1.35583e-06
21.8304,1.3429e-06
21.9142,1.33008e-06
21.9984,1.31739e-06
22.083,1.30482e-06
22.1678,1.29237e-06
22.253,1.28004e-06
22.3385,1.26783e-06
22.4243,1.25573e-06
22.5105,1.24375e-06
22.597,1.23188e-06
22.6838,1.22013e-06
22.771,1.20848e-06
22.8584,1.19695e-06
22.9463,1.18553e-06
23.0344,1.17422e-06
23.123,1.16302e-06
23.2118,1.15192e-06
23.301,1.14093e-06
23.3905,1.13004e-06
23.4804,1.11926e-06
23.5706,1.10858e-06
23.6612,1.098e-06
23.7521,1.08753e-06
23.8433,1.07715e-06
23.935,1.06687e-06
24.0269,1.05669e-06
24.1192,1.04661e-06
24.2119,1.03662e-06
24.305,1.02673e-06
24.3983,1.01694e-06
24.4921,1.00723e-06
24.5862,9.97621e-07
24.6807,9.88103e-07
24.7755,9.78674e-07
24.8707,9.69336e-07
24.9662,9.60087e-07
25.0622,9.50927e-07
25.1585,9.41853e-07
25.2551,9.32866e-07
25.3522,9.23965e-07
25.4496,9.15149e-07
25.5474,9.06417e-07
25.6455,8.97769e-07
25.7441,8.89202e-07
25.843,8.80718e-07
25.9423,8.72315e-07
26.042,8.63991e-07
26.142,8.55747e-07
26.2425,8.47582e-07
26.3433,8.39495e-07
26.4445,8.31485e-07
26.5461,8.23551e-07
26.6481,8.15693e-07
26.7505,8.0791e-07
26.8533,8.00201e-07
26.9565,7.92566e-07
27.0601,7.85004e-07
27.164,7.77514e-07
27.2684,7.70095e-07
27.3732,7.62747e-07
27.4784,7.55469e-07
27.5839,7.48261e-07
27.6899,7.41121e-07
27.7963,7.3405e-07
27.9031,7.27046e-07
28.0103,7.20109e-07
28.118,7.13238e-07
28.226,7.06432e-07
28.3344,6.99692e-07
28.4433,6.93016e-07
28.5526,6.86403e-07
28.6623,6.79854e-07
28.7724,6.73367e-07
28.883,6.66942e-07
28.994,6.60578e-07
29.1054,6.54275e-07
29.2172,6.48032e-07
29.3295,6.41849e-07
29.4422,6.35725e-07
29.5553,6.29659e-07
29.6688,6.23651e-07
29.7828,6.17701e-07
29.8973,6.11807e-07
30.0122,6.05969e-07
30.1275,6.00187e-07
30.2432,5.94461e-07
30.3594,5.88788e-07
30.4761,5.8317e-07
30.5932,5.77606e-07
30.7107,5.72095e-07
30.8287,5.66636e-07
30.9472,5.6123e-07
31.0661,5.55875e-07
31.1855,5.50571e-07
31.3053,5.45317e-07
31.4256,5.40114e-07
31.5463,5.34961e-07
31.6675,5.29856e-07
31.7892,5.24801e-07
31.9113,5.19793e-07
32.034,5.14833e-07
32.157,5.09921e-07
32.2806,5.05056e-07
32.4046,5.00237e-07
32.5291,4.95464e-07
32.6541,4.90736e-07
32.7796,4.86054e-07
32.9055,4.81416e-07
33.032,4.76823e-07
33.1589,4.72273e-07
33.2863,4.67767e-07
33.4142,4.63303e-07
33.5426,4.58883e-07
33.6715,4.54504e-07
33.8008,4.50168e-07
33.9307,4.45872e-07
34.0611,4.41618e-07
34.192,4.37404e-07
34.3233,4.33231e-07
34.4552,4.29097e-07
34.5876,4.25003e-07
34.7205,4.20948e-07
34.8539,4.16931e-07
34.9878,4.12953e-07
35.1223,4.09013e-07
35.2572,4.0511e-07
35.3927,4.01245e-07
35.5287,3.97416e-07
35.6652,3.93624e-07
35.8022,3.89868e-07
35.9398,3.86148e-07
36.0779,3.82464e-07
36.2165,3.78815e-07
36.3557,3.752e-07
36.4954,3.7162e-07
36.6356,3.68074e-07
36.7763,3.64562e-07
36.9177,3.61084e-07
37.0595,3.57639e-07
37.2019,3.54226e-07
37.3448,3.50846e-07
37.4883,3.47499e-07
37.6324,3.44183e-07
37.777,3.40899e-07
37.9221,3.37646e-07
38.0678,3.34425e-07
38.2141,3.31234e-07
38.3609,3.28073e-07
38.5083,3.24943e-07
38.6563,3.21842e-07
38.8048,3.18771e-07
38.9539,3.1573e-07
39.1036,3.12717e-07
39.2538,3.09733e-07
39.4047,3.06778e-07
39.5561,3.03851e-07
39.708,3.00952e-07
39.8606,2.9808e-07
40.0138,2.95236e-07
40.1675,2.92419e-07
40.3219,2.89629e-07
40.4768,2.86865e-07
40.6323,2.84128e-07
40.7884,2.81417e-07
40.9452,2.78732e-07
41.1025,2.76073e-07
41.2604,2.73438e-07
