K,C
4.26058e-07,2.52361e+13
4.27695e-07,2.49953e+13
4.29338e-07,2.47568e+13
4.30988e-07,2.45206e+13
4.32644e-07,2.42866e+13
4.34306e-07,2.40549e+13
4.35975e-07,2.38254e+13
4.3765e-07,2.35981e+13
4.39331e-07,2.33729e+13
4.4102e-07,2.31499e+13
4.42714e-07,2.2929e+13
4.44415e-07,2.27102e+13
4.46123e-07,2.24935e+13
4.47837e-07,2.22789e+13
4.49558e-07,2.20663e+13
4.51285e-07,2.18558e+13
4.53019e-07,2.16472e+13
4.5476e-07,2.14407e+13
4.56507e-07,2.12361e+13
4.58261e-07,2.10335e+13
4.60022e-07,2.08328e+13
4.61789e-07,2.0634e+13
4.63564e-07,2.04371e+13
4.65345e-07,2.02421e+13
4.67133e-07,2.0049e+13
4.68928e-07,1.98577e+13
4.70729e-07,1.96682e+13
4.72538e-07,1.94806e+13
4.74354e-07,1.92947e+13
4.76176e-07,1.91106e+13
4.78006e-07,1.89282e+13
4.79843e-07,1.87476e+13
4.81686e-07,1.85687e+13
4.83537e-07,1.83916e+13
4.85395e-07,1.82161e+13
4.8726e-07,1.80423e+13
4.89132e-07,1.78701e+13
4.91012e-07,1.76996e+13
4.92898e-07,1.75307e+13
4.94792e-07,1.73635e+13
4.96693e-07,1.71978e+13
4.98602e-07,1.70337e+13
5.00517e-07,1.68712e+13
5.02441e-07,1.67102e+13
5.04371e-07,1.65507e+13
5.06309e-07,1.63928e+13
5.08255e-07,1.62364e+13
5.10207e-07,1.60815e+13
5.12168e-07,1.59281e+13
5.14136e-07,1.57761e+13
5.16111e-07,1.56255e+13
5.18094e-07,1.54765e+13
5.20085e-07,1.53288e+13
5.22083e-07,1.51825e+13
5.24089e-07,1.50377e+13
5.26103e-07,1.48942e+13
5.28124e-07,1.47521e+13
5.30154e-07,1.46113e+13
5.32191e-07,1.44719e+13
5.34235e-07,1.43338e+13
5.36288e-07,1.4197e+13
5.38349e-07,1.40616e+13
5.40417e-07,1.39274e+13
5.42494e-07,1.37945e+13
5.44578e-07,1.36629e+13
5.46671e-07,1.35325e+13
5.48771e-07,1.34034e+13
5.5088e-07,1.32755e+13
5.52996e-07,1.31488e+13
5.55121e-07,1.30234e+13
5.57254e-07,1.28991e+13
5.59395e-07,1.2776e+13
5.61545e-07,1.26541e+13
5.63702e-07,1.25334e+13
5.65868e-07,1.24138e+13
5.68042e-07,1.22954e+13
5.70225e-07,1.2178e+13
5.72416e-07,1.20619e+13
5.74615e-07,1.19468e+13
5.76823e-07,1.18328e+13
5.7904e-07,1.17199e+13
5.81264e-07,1.1608e+13
5.83498e-07,1.14973e+13
5.8574e-07,1.13876e+13
5.8799e-07,1.12789e+13
5.9025e-07,1.11713e+13
5.92518e-07,1.10647e+13
5.94794e-07,1.09591e+13
5.9708e-07,1.08546e+13
5.99374e-07,1.0751e+13
6.01677e-07,1.06484e+13
6.03989e-07,1.05468e+13
6.06309e-07,1.04462e+13
6.08639e-07,1.03465e+13
6.10977e-07,1.02478e+13
6.13325e-07,1.015e+13
6.15682e-07,1.00532e+13
6.18047e-07,9.95724e+12
6.20422e-07,9.86223e+12
6.22806e-07,9.76813e+12
6.25199e-07,9.67493e+12
6.27601e-07,9.58262e+12
6.30012e-07,9.49118e+12
6.32433e-07,9.40062e+12
6.34863e-07,9.31093e+12
6.37303e-07,9.22208e+12
6.39751e-07,9.13409e+12
6.42209e-07,9.04694e+12
6.44677e-07,8.96062e+12
6.47154e-07,8.87512e+12
6.49641e-07,8.79044e+12
6.52137e-07,8.70656e+12
6.54642e-07,8.62349e+12
6.57158e-07,8.5412e+12
6.59683e-07,8.45971e+12
6.62217e-07,8.37899e+12
6.64762e-07,8.29904e+12
6.67316e-07,8.21985e+12
6.6988e-07,8.14142e+12
6.72454e-07,8.06374e+12
6.75038e-07,7.9868e+12
6.77632e-07,7.9106e+12
6.80235e-07,7.83512e+12
6.82849e-07,7.76036e+12
6.85473e-07,7.68631e+12
6.88106e-07,7.61297e+12
6.9075e-07,7.54033e+12
6.93404e-07,7.46838e+12
6.96069e-07,7.39712e+12
6.98743e-07,7.32654e+12
7.01428e-07,7.25664e+12
7.04123e-07,7.1874e+12
7.06829e-07,7.11882e+12
7.09544e-07,7.05089e+12
7.12271e-07,6.98362e+12
7.15008e-07,6.91698e+12
7.17755e-07,6.85098e+12
7.20513e-07,6.78562e+12
7.23281e-07,6.72087e+12
7.2606e-07,6.65674e+12
7.2885e-07,6.59323e+12
7.3165e-07,6.53032e+12
7.34462e-07,6.46801e+12
7.37284e-07,6.40629e+12
7.40117e-07,6.34517e+12
7.4296e-07,6.28462e+12
7.45815e-07,6.22466e+12
7.48681e-07,6.16527e+12
7.51557e-07,6.10644e+12
7.54445e-07,6.04817e+12
7.57344e-07,5.99046e+12
7.60254e-07,5.93331e+12
7.63175e-07,5.87669e+12
7.66107e-07,5.82062e+12
7.69051e-07,5.76508e+12
7.72006e-07,5.71007e+12
7.74972e-07,5.65559e+12
7.7795e-07,5.60163e+12
7.80939e-07,5.54818e+12
7.8394e-07,5.49524e+12
7.86952e-07,5.44281e+12
7.89975e-07,5.39088e+12
7.93011e-07,5.33944e+12
7.96058e-07,5.28849e+12
7.99116e-07,5.23803e+12
8.02187e-07,5.18805e+12
8.05269e-07,5.13855e+12
8.08363e-07,5.08952e+12
8.11469e-07,5.04096e+12
8.14587e-07,4.99286e+12
8.17717e-07,4.94522e+12
8.20859e-07,4.89803e+12
8.24013e-07,4.8513e+12
8.27179e-07,4.80501e+12
8.30357e-07,4.75916e+12
8.33548e-07,4.71375e+12
8.36751e-07,4.66878e+12
8.39966e-07,4.62423e+12
8.43193e-07,4.58011e+12
8.46433e-07,4.53641e+12
8.49685e-07,4.49312e+12
8.5295e-07,4.45025e+12
8.56227e-07,4.40779e+12
8.59517e-07,4.36573e+12
8.6282e-07,4.32407e+12
8.66135e-07,4.28282e+12
8.69463e-07,4.24195e+12
8.72804e-07,4.20148e+12
8.76157e-07,4.16139e+12
8.79524e-07,4.12168e+12
8.82903e-07,4.08235e+12
8.86295e-07,4.0434e+12
8.89701e-07,4.00482e+12
8.93119e-07,3.96661e+12
8.96551e-07,3.92876e+12
8.99996e-07,3.89128e+12
9.03454e-07,3.85415e+12
9.06925e-07,3.81737e+12
9.1041e-07,3.78095e+12
9.13908e-07,3.74487e+12
9.1742e-07,3.70914e+12
9.20945e-07,3.67375e+12
9.24483e-07,3.6387e+12
9.28035e-07,3.60398e+12
9.31601e-07,3.56959e+12
9.35181e-07,3.53553e+12
9.38774e-07,3.5018e+12
9.42381e-07,3.46838e+12
9.46002e-07,3.43529e+12
9.49637e-07,3.40251e+12
9.53286e-07,3.37005e+12
9.56948e-07,3.33789e+12
9.60625e-07,3.30604e+12
9.64316e-07,3.2745e+12
9.68021e-07,3.24325e+12
9.71741e-07,3.21231e+12
9.75475e-07,3.18166e+12
9.79223e-07,3.1513e+12
9.82985e-07,3.12123e+12
9.86762e-07,3.09145e+12
9.90554e-07,3.06195e+12
9.9436e-07,3.03274e+12
9.9818e-07,3.0038e+12
1.00202e-06,2.97514e+12
1.00587e-06,2.94675e+12
1.00973e-06,2.91863e+12
1.01361e-06,2.89079e+12
1.0175e-06,2.8632e+12
1.02141e-06,2.83588e+12
1.02534e-06,2.80882e+12
1.02928e-06,2.78202e+12
1.03323e-06,2.75548e+12
1.0372e-06,2.72919e+12
1.04119e-06,2.70315e+12
1.04519e-06,2.67735e+12
1.04921e-06,2.65181e+12
1.05324e-06,2.62651e+12
1.05728e-06,2.60144e+12
1.06135e-06,2.57662e+12
1.06542e-06,2.55204e+12
1.06952e-06,2.52769e+12
1.07363e-06,2.50357e+12
1.07775e-06,2.47968e+12
1.08189e-06,2.45602e+12
1.08605e-06,2.43259e+12
1.09022e-06,2.40938e+12
1.09441e-06,2.38639e+12
1.09862e-06,2.36362e+12
1.10284e-06,2.34106e+12
1.10708e-06,2.31873e+12
1.11133e-06,2.2966e+12
1.1156e-06,2.27469e+12
1.11989e-06,2.25299e+12
1.12419e-06,2.23149e+12
1.12851e-06,2.2102e+12
1.13284e-06,2.18911e+12
1.1372e-06,2.16822e+12
1.14157e-06,2.14753e+12
1.14595e-06,2.12704e+12
1.15036e-06,2.10675e+12
1.15478e-06,2.08664e+12
1.15921e-06,2.06673e+12
1.16367e-06,2.04701e+12
1.16814e-06,2.02748e+12
1.17263e-06,2.00814e+12
1.17713e-06,1.98898e+12
1.18166e-06,1.97e+12
1.1862e-06,1.9512e+12
1.19075e-06,1.93258e+12
1.19533e-06,1.91414e+12
1.19992e-06,1.89588e+12
1.20453e-06,1.87779e+12
1.20916e-06,1.85987e+12
1.21381e-06,1.84213e+12
1.21847e-06,1.82455e+12
1.22315e-06,1.80714e+12
1.22785e-06,1.7899e+12
1.23257e-06,1.77282e+12
1.23731e-06,1.7559e+12
1.24206e-06,1.73915e+12
1.24683e-06,1.72256e+12
1.25162e-06,1.70612e+12
1.25643e-06,1.68984e+12
1.26126e-06,1.67372e+12
1.26611e-06,1.65775e+12
1.27097e-06,1.64193e+12
1.27585e-06,1.62626e+12
1.28076e-06,1.61075e+12
1.28568e-06,1.59538e+12
1.29062e-06,1.58016e+12
1.29558e-06,1.56508e+12
1.30055e-06,1.55014e+12
1.30555e-06,1.53535e+12
1.31057e-06,1.5207e+12
1.3156e-06,1.50619e+12
1.32066e-06,1.49182e+12
1.32573e-06,1.47759e+12
1.33083e-06,1.46349e+12
1.33594e-06,1.44953e+12
1.34107e-06,1.4357e+12
1.34623e-06,1.422e+12
1.3514e-06,1.40843e+12
1.35659e-06,1.39499e+12
1.3618e-06,1.38168e+12
1.36704e-06,1.3685e+12
1.37229e-06,1.35544e+12
1.37756e-06,1.34251e+12
1.38285e-06,1.3297e+12
1.38817e-06,1.31701e+12
1.3935e-06,1.30444e+12
1.39886e-06,1.292e+12
1.40423e-06,1.27967e+12
1.40963e-06,1.26746e+12
1.41504e-06,1.25536e+12
1.42048e-06,1.24339e+12
1.42594e-06,1.23152e+12
1.43142e-06,1.21977e+12
1.43692e-06,1.20813e+12
1.44244e-06,1.19661e+12
1.44798e-06,1.18519e+12
1.45354e-06,1.17388e+12
1.45913e-06,1.16268e+12
1.46473e-06,1.15159e+12
1.47036e-06,1.1406e+12
1.47601e-06,1.12971e+12
1.48168e-06,1.11894e+12
1.48738e-06,1.10826e+12
1.49309e-06,1.09768e+12
1.49883e-06,1.08721e+12
1.50459e-06,1.07684e+12
1.51037e-06,1.06656e+12
1.51617e-06,1.05639e+12
1.522e-06,1.04631e+12
1.52785e-06,1.03632e+12
1.53372e-06,1.02643e+12
1.53961e-06,1.01664e+12
1.54552e-06,1.00694e+12
1.55146e-06,9.97333e+11
1.55742e-06,9.87816e+11
1.56341e-06,9.78391e+11
1.56942e-06,9.69056e+11
1.57545e-06,9.59809e+11
1.5815e-06,9.50651e+11
1.58758e-06,9.41581e+11
1.59368e-06,9.32596e+11
1.5998e-06,9.23698e+11
1.60595e-06,9.14884e+11
1.61212e-06,9.06155e+11
1.61831e-06,8.97509e+11
1.62453e-06,8.88945e+11
1.63077e-06,8.80463e+11
1.63704e-06,8.72062e+11
1.64333e-06,8.63742e+11
1.64964e-06,8.555e+11
1.65598e-06,8.47337e+11
1.66234e-06,8.39252e+11
1.66873e-06,8.31245e+11
1.67514e-06,8.23313e+11
1.68158e-06,8.15457e+11
1.68804e-06,8.07677e+11
1.69452e-06,7.9997e+11
1.70104e-06,7.92337e+11
1.70757e-06,7.84777e+11
1.71413e-06,7.77289e+11
1.72072e-06,7.69873e+11
1.72733e-06,7.62527e+11
1.73397e-06,7.55251e+11
1.74063e-06,7.48045e+11
1.74732e-06,7.40907e+11
1.75403e-06,7.33838e+11
1.76077e-06,7.26836e+11
1.76754e-06,7.19901e+11
1.77433e-06,7.13032e+11
1.78114e-06,7.06228e+11
1.78799e-06,6.9949e+11
1.79486e-06,6.92816e+11
1.80176e-06,6.86205e+11
1.80868e-06,6.79658e+11
1.81563e-06,6.73173e+11
1.8226e-06,6.66749e+11
1.82961e-06,6.60388e+11
1.83664e-06,6.54086e+11
1.84369e-06,6.47845e+11
1.85078e-06,6.41664e+11
1.85789e-06,6.35541e+11
1.86503e-06,6.29477e+11
1.87219e-06,6.23471e+11
1.87939e-06,6.17522e+11
1.88661e-06,6.1163e+11
1.89386e-06,6.05794e+11
1.90113e-06,6.00014e+11
1.90844e-06,5.94289e+11
1.91577e-06,5.88619e+11
1.92313e-06,5.83002e+11
1.93052e-06,5.77439e+11
1.93794e-06,5.7193e+11
1.94539e-06,5.66473e+11
1.95286e-06,5.61068e+11
1.96036e-06,5.55714e+11
1.9679e-06,5.50412e+11
1.97546e-06,5.4516e+11
1.98305e-06,5.39958e+11
1.99067e-06,5.34806e+11
1.99832e-06,5.29703e+11
2.00599e-06,5.24649e+11
2.0137e-06,5.19643e+11
2.02144e-06,5.14685e+11
2.02921e-06,5.09774e+11
2.037e-06,5.0491e+11
2.04483e-06,5.00092e+11
2.05269e-06,4.95321e+11
2.06057e-06,4.90595e+11
2.06849e-06,4.85914e+11
2.07644e-06,4.81277e+11
2.08442e-06,4.76685e+11
2.09243e-06,4.72137e+11
2.10047e-06,4.67632e+11
2.10854e-06,4.6317e+11
2.11664e-06,4.5875e+11
2.12477e-06,4.54373e+11
2.13294e-06,4.50038e+11
2.14113e-06,4.45744e+11
2.14936e-06,4.41491e+11
2.15762e-06,4.37278e+11
2.16591e-06,4.33106e+11
2.17423e-06,4.28973e+11
2.18258e-06,4.2488e+11
2.19097e-06,4.20826e+11
2.19939e-06,4.16811e+11
2.20784e-06,4.12834e+11
2.21632e-06,4.08895e+11
2.22484e-06,4.04993e+11
2.23339e-06,4.01129e+11
2.24197e-06,3.97302e+11
2.25058e-06,3.93511e+11
2.25923e-06,3.89756e+11
2.26791e-06,3.86037e+11
2.27662e-06,3.82354e+11
2.28537e-06,3.78706e+11
2.29415e-06,3.75092e+11
2.30297e-06,3.71513e+11
2.31182e-06,3.67968e+11
2.3207e-06,3.64457e+11
2.32961e-06,3.6098e+11
2.33857e-06,3.57535e+11
2.34755e-06,3.54124e+11
2.35657e-06,3.50745e+11
2.36563e-06,3.47398e+11
2.37472e-06,3.44084e+11
2.38384e-06,3.40801e+11
2.393e-06,3.37549e+11
2.40219e-06,3.34328e+11
2.41142e-06,3.31138e+11
2.42069e-06,3.27979e+11
2.42999e-06,3.24849e+11
2.43933e-06,3.2175e+11
2.4487e-06,3.1868e+11
2.45811e-06,3.15639e+11
2.46755e-06,3.12627e+11
2.47703e-06,3.09644e+11
2.48655e-06,3.0669e+11
2.49611e-06,3.03763e+11
2.5057e-06,3.00865e+11
2.51533e-06,2.97994e+11
2.52499e-06,2.95151e+11
2.53469e-06,2.92335e+11
2.54443e-06,2.89545e+11
2.55421e-06,2.86783e+11
2.56402e-06,2.84046e+11
2.57387e-06,2.81336e+11
2.58376e-06,2.78652e+11
2.59369e-06,2.75993e+11
2.60366e-06,2.7336e+11
2.61366e-06,2.70751e+11
2.6237e-06,2.68168e+11
2.63378e-06,2.65609e+11
2.6439e-06,2.63075e+11
2.65406e-06,2.60565e+11
2.66426e-06,2.58078e+11
2.6745e-06,2.55616e+11
2.68477e-06,2.53177e+11
2.69509e-06,2.50761e+11
2.70544e-06,2.48369e+11
2.71584e-06,2.45999e+11
2.72627e-06,2.43652e+11
2.73675e-06,2.41327e+11
2.74727e-06,2.39024e+11
2.75782e-06,2.36743e+11
2.76842e-06,2.34485e+11
2.77905e-06,2.32247e+11
2.78973e-06,2.30031e+11
2.80045e-06,2.27836e+11
2.81121e-06,2.25662e+11
2.82201e-06,2.23509e+11
2.83286e-06,2.21377e+11
2.84374e-06,2.19264e+11
2.85467e-06,2.17172e+11
2.86564e-06,2.151e+11
2.87665e-06,2.13048e+11
2.8877e-06,2.11015e+11
2.8988e-06,2.09001e+11
2.90993e-06,2.07007e+11
2.92111e-06,2.05032e+11
2.93234e-06,2.03076e+11
2.94361e-06,2.01138e+11
2.95492e-06,1.99219e+11
2.96627e-06,1.97318e+11
2.97767e-06,1.95435e+11
2.98911e-06,1.93571e+11
3.00059e-06,1.91724e+11
3.01212e-06,1.89894e+11
3.0237e-06,1.88082e+11
3.03531e-06,1.86288e+11
3.04698e-06,1.8451e+11
3.05868e-06,1.8275e+11
3.07044e-06,1.81006e+11
3.08223e-06,1.79279e+11
3.09408e-06,1.77568e+11
3.10596e-06,1.75874e+11
3.1179e-06,1.74196e+11
3.12988e-06,1.72534e+11
3.1419e-06,1.70888e+11
3.15398e-06,1.69257e+11
3.1661e-06,1.67642e+11
3.17826e-06,1.66043e+11
3.19047e-06,1.64458e+11
3.20273e-06,1.62889e+11
3.21504e-06,1.61335e+11
3.22739e-06,1.59795e+11
3.23979e-06,1.58271e+11
3.25224e-06,1.56761e+11
3.26474e-06,1.55265e+11
3.27728e-06,1.53783e+11
3.28987e-06,1.52316e+11
3.30251e-06,1.50863e+11
3.3152e-06,1.49423e+11
3.32794e-06,1.47998e+11
3.34073e-06,1.46585e+11
3.35356e-06,1.45187e+11
3.36645e-06,1.43801e+11
3.37938e-06,1.42429e+11
3.39237e-06,1.4107e+11
3.4054e-06,1.39724e+11
3.41849e-06,1.38391e+11
3.43162e-06,1.37071e+11
3.44481e-06,1.35763e+11
3.45804e-06,1.34467e+11
3.47133e-06,1.33184e+11
3.48467e-06,1.31914e+11
3.49806e-06,1.30655e+11
3.5115e-06,1.29408e+11
3.52499e-06,1.28174e+11
3.53853e-06,1.26951e+11
3.55213e-06,1.25739e+11
3.56578e-06,1.24539e+11
3.57948e-06,1.23351e+11
3.59323e-06,1.22174e+11
3.60704e-06,1.21008e+11
3.6209e-06,1.19854e+11
3.63481e-06,1.1871e+11
3.64878e-06,1.17578e+11
3.6628e-06,1.16456e+11
3.67687e-06,1.15345e+11
3.691e-06,1.14244e+11
3.70518e-06,1.13154e+11
3.71942e-06,1.12074e+11
3.73371e-06,1.11005e+11
3.74806e-06,1.09946e+11
3.76246e-06,1.08897e+11
3.77691e-06,1.07858e+11
3.79142e-06,1.06828e+11
3.80599e-06,1.05809e+11
3.82062e-06,1.048e+11
3.8353e-06,1.038e+11
3.85003e-06,1.02809e+11
3.86483e-06,1.01828e+11
3.87968e-06,1.00857e+11
3.89458e-06,9.98943e+10
3.90955e-06,9.89412e+10
3.92457e-06,9.79971e+10
3.93965e-06,9.70621e+10
3.95479e-06,9.6136e+10
3.96998e-06,9.52187e+10
3.98523e-06,9.43101e+10
4.00055e-06,9.34103e+10
4.01592e-06,9.2519e+10
4.03135e-06,9.16362e+10
4.04684e-06,9.07619e+10
4.06239e-06,8.98959e+10
4.078e-06,8.90381e+10
4.09367e-06,8.81885e+10
4.1094e-06,8.73471e+10
4.12518e-06,8.65137e+10
4.14104e-06,8.56882e+10
4.15695e-06,8.48706e+10
4.17292e-06,8.40608e+10
4.18895e-06,8.32587e+10
4.20505e-06,8.24643e+10
4.2212e-06,8.16775e+10
4.23742e-06,8.08981e+10
4.25371e-06,8.01262e+10
4.27005e-06,7.93617e+10
4.28646e-06,7.86045e+10
4.30293e-06,7.78545e+10
4.31946e-06,7.71116e+10
4.33606e-06,7.63758e+10
4.35272e-06,7.56471e+10
4.36944e-06,7.49253e+10
4.38623e-06,7.42104e+10
4.40308e-06,7.35023e+10
4.42e-06,7.2801e+10
4.43698e-06,7.21064e+10
4.45403e-06,7.14183e+10
4.47115e-06,7.07369e+10
4.48833e-06,7.0062e+10
4.50557e-06,6.93935e+10
4.52288e-06,6.87313e+10
4.54026e-06,6.80755e+10
4.55771e-06,6.7426e+10
4.57522e-06,6.67826e+10
4.5928e-06,6.61454e+10
4.61045e-06,6.55143e+10
4.62816e-06,6.48892e+10
4.64594e-06,6.427e+10
4.66379e-06,6.36568e+10
4.68171e-06,6.30494e+10
4.6997e-06,6.24478e+10
4.71776e-06,6.1852e+10
4.73589e-06,6.12618e+10
4.75408e-06,6.06773e+10
4.77235e-06,6.00983e+10
4.79069e-06,5.95249e+10
4.8091e-06,5.89569e+10
4.82757e-06,5.83944e+10
4.84612e-06,5.78372e+10
4.86474e-06,5.72854e+10
4.88343e-06,5.67388e+10
4.9022e-06,5.61974e+10
4.92103e-06,5.56612e+10
4.93994e-06,5.51301e+10
4.95892e-06,5.46041e+10
4.97798e-06,5.4083e+10
4.9971e-06,5.3567e+10
5.0163e-06,5.30559e+10
5.03558e-06,5.25497e+10
5.05493e-06,5.20483e+10
5.07435e-06,5.15516e+10
5.09385e-06,5.10597e+10
5.11342e-06,5.05726e+10
5.13307e-06,5.009e+10
5.15279e-06,4.96121e+10
5.17259e-06,4.91387e+10
5.19246e-06,4.86698e+10
5.21241e-06,4.82055e+10
5.23244e-06,4.77455e+10
5.25255e-06,4.72899e+10
5.27273e-06,4.68387e+10
5.29299e-06,4.63918e+10
5.31332e-06,4.59491e+10
5.33374e-06,4.55107e+10
5.35423e-06,4.50765e+10
5.37481e-06,4.46464e+10
5.39546e-06,4.42204e+10
5.41619e-06,4.37984e+10
5.437e-06,4.33805e+10
5.45789e-06,4.29666e+10
5.47886e-06,4.25567e+10
5.49991e-06,4.21506e+10
5.52105e-06,4.17484e+10
5.54226e-06,4.13501e+10
5.56355e-06,4.09555e+10
5.58493e-06,4.05647e+10
5.60639e-06,4.01777e+10
5.62793e-06,3.97943e+10
5.64956e-06,3.94146e+10
5.67126e-06,3.90386e+10
5.69305e-06,3.86661e+10
5.71493e-06,3.82971e+10
5.73689e-06,3.79317e+10
5.75893e-06,3.75698e+10
5.78106e-06,3.72113e+10
5.80327e-06,3.68563e+10
5.82557e-06,3.65046e+10
5.84795e-06,3.61563e+10
5.87042e-06,3.58113e+10
5.89298e-06,3.54696e+10
5.91562e-06,3.51312e+10
5.93835e-06,3.4796e+10
5.96117e-06,3.4464e+10
5.98407e-06,3.41351e+10
6.00706e-06,3.38094e+10
6.03015e-06,3.34868e+10
6.05331e-06,3.31673e+10
6.07657e-06,3.28508e+10
6.09992e-06,3.25374e+10
6.12336e-06,3.22269e+10
6.14689e-06,3.19194e+10
6.17051e-06,3.16149e+10
6.19421e-06,3.13132e+10
6.21801e-06,3.10144e+10
6.24191e-06,3.07185e+10
6.26589e-06,3.04254e+10
6.28997e-06,3.01351e+10
6.31413e-06,2.98476e+10
6.33839e-06,2.95628e+10
6.36275e-06,2.92807e+10
6.3872e-06,2.90013e+10
6.41174e-06,2.87246e+10
6.43637e-06,2.84505e+10
6.4611e-06,2.81791e+10
6.48593e-06,2.79102e+10
6.51085e-06,2.76439e+10
6.53587e-06,2.73801e+10
6.56098e-06,2.71189e+10
6.58619e-06,2.68601e+10
6.6115e-06,2.66038e+10
6.6369e-06,2.635e+10
6.6624e-06,2.60986e+10
6.688e-06,2.58495e+10
6.7137e-06,2.56029e+10
6.73949e-06,2.53586e+10
6.76539e-06,2.51166e+10
6.79138e-06,2.4877e+10
6.81748e-06,2.46396e+10
6.84367e-06,2.44045e+10
6.86997e-06,2.41717e+10
6.89636e-06,2.3941e+10
6.92286e-06,2.37126e+10
6.94946e-06,2.34863e+10
6.97616e-06,2.32622e+10
7.00297e-06,2.30403e+10
7.02988e-06,2.28204e+10
7.05689e-06,2.26027e+10
7.084e-06,2.2387e+10
7.11122e-06,2.21734e+10
7.13854e-06,2.19619e+10
7.16597e-06,2.17523e+10
7.19351e-06,2.15448e+10
7.22115e-06,2.13392e+10
7.24889e-06,2.11356e+10
7.27675e-06,2.09339e+10
7.30471e-06,2.07342e+10
7.33277e-06,2.05363e+10
7.36095e-06,2.03404e+10
7.38923e-06,2.01463e+10
7.41762e-06,1.99541e+10
7.44612e-06,1.97637e+10
7.47473e-06,1.95751e+10
7.50345e-06,1.93883e+10
7.53228e-06,1.92033e+10
7.56123e-06,1.90201e+10
7.59028e-06,1.88386e+10
7.61944e-06,1.86589e+10
7.64872e-06,1.84808e+10
7.67811e-06,1.83045e+10
7.70761e-06,1.81298e+10
7.73722e-06,1.79569e+10
7.76695e-06,1.77855e+10
7.7968e-06,1.76158e+10
7.82675e-06,1.74477e+10
7.85683e-06,1.72813e+10
7.88701e-06,1.71164e+10
7.91732e-06,1.69531e+10
7.94774e-06,1.67913e+10
7.97828e-06,1.66311e+10
8.00893e-06,1.64724e+10
8.03971e-06,1.63152e+10
8.0706e-06,1.61595e+10
8.10161e-06,1.60054e+10
8.13274e-06,1.58526e+10
8.16398e-06,1.57014e+10
8.19535e-06,1.55516e+10
8.22684e-06,1.54032e+10
8.25845e-06,1.52562e+10
8.29018e-06,1.51106e+10
8.32204e-06,1.49665e+10
8.35401e-06,1.48237e+10
8.38611e-06,1.46822e+10
8.41833e-06,1.45421e+10
8.45068e-06,1.44034e+10
8.48315e-06,1.42659e+10
8.51574e-06,1.41298e+10
8.54846e-06,1.3995e+10
8.58131e-06,1.38615e+10
8.61428e-06,1.37292e+10
8.64738e-06,1.35982e+10
8.68061e-06,1.34685e+10
8.71396e-06,1.33399e+10
8.74744e-06,1.32127e+10
8.78105e-06,1.30866e+10
8.81479e-06,1.29617e+10
8.84866e-06,1.28381e+10
8.88266e-06,1.27156e+10
8.91679e-06,1.25942e+10
8.95105e-06,1.24741e+10
8.98545e-06,1.2355e+10
9.01997e-06,1.22372e+10
9.05463e-06,1.21204e+10
9.08942e-06,1.20047e+10
9.12434e-06,1.18902e+10
9.1594e-06,1.17768e+10
9.19459e-06,1.16644e+10
9.22992e-06,1.15531e+10
9.26539e-06,1.14429e+10
9.30099e-06,1.13337e+10
9.33673e-06,1.12255e+10
9.3726e-06,1.11184e+10
9.40861e-06,1.10123e+10
9.44476e-06,1.09073e+10
9.48105e-06,1.08032e+10
9.51748e-06,1.07001e+10
9.55405e-06,1.0598e+10
9.59076e-06,1.04969e+10
9.62761e-06,1.03967e+10
9.6646e-06,1.02975e+10
9.70174e-06,1.01993e+10
9.73902e-06,1.0102e+10
9.77644e-06,1.00056e+10
9.814e-06,9.9101e+09
9.85171e-06,9.81554e+09
9.88956e-06,9.72189e+09
9.92756e-06,9.62912e+09
9.96571e-06,9.53725e+09
1.0004e-05,9.44625e+09
1.00424e-05,9.35612e+09
1.0081e-05,9.26684e+09
1.01198e-05,9.17842e+09
1.01586e-05,9.09085e+09
1.01977e-05,9.00411e+09
1.02369e-05,8.91819e+09
1.02762e-05,8.8331e+09
1.03157e-05,8.74882e+09
1.03553e-05,8.66534e+09
1.03951e-05,8.58266e+09
1.0435e-05,8.50077e+09
1.04751e-05,8.41966e+09
1.05154e-05,8.33932e+09
1.05558e-05,8.25975e+09
1.05963e-05,8.18094e+09
1.06371e-05,8.10288e+09
1.06779e-05,8.02557e+09
1.0719e-05,7.94899e+09
1.07601e-05,7.87314e+09
1.08015e-05,7.79802e+09
1.0843e-05,7.72362e+09
1.08847e-05,7.64992e+09
1.09265e-05,7.57693e+09
1.09685e-05,7.50463e+09
1.10106e-05,7.43303e+09
1.10529e-05,7.3621e+09
1.10954e-05,7.29186e+09
1.1138e-05,7.22228e+09
1.11808e-05,7.15337e+09
1.12238e-05,7.08512e+09
1.12669e-05,7.01751e+09
1.13102e-05,6.95055e+09
1.13536e-05,6.88424e+09
1.13973e-05,6.81855e+09
1.14411e-05,6.75349e+09
1.1485e-05,6.68905e+09
1.15291e-05,6.62523e+09
1.15734e-05,6.56201e+09
1.16179e-05,6.4994e+09
1.16625e-05,6.43738e+09
1.17074e-05,6.37596e+09
1.17523e-05,6.31513e+09
1.17975e-05,6.25487e+09
1.18428e-05,6.19519e+09
1.18883e-05,6.13608e+09
1.1934e-05,6.07753e+09
1.19799e-05,6.01954e+09
1.20259e-05,5.9621e+09
1.20721e-05,5.90522e+09
1.21185e-05,5.84887e+09
1.21651e-05,5.79306e+09
1.22118e-05,5.73779e+09
